,Content,Label
564,I had [wanted to] eat at da paolo again but there was a change of plans and we subsequently settled on crystal Jade's la mian xiao long bao unanimously.,Unfulfilled
565,They burst into the room and [couldn't wait to] tell me all of their news and about the conversations they'd had downstairs with the baby dolls.,Fulfilled
566,Some nights I almost [couldn't wait to] crawl inside it and curl up on my air mattress and soak in the night sounds.,Fulfilled
567,I knew right away that I had to have one and [couldn't wait to] follow the news of the iPhone release.,Unknown
568,I loved it when Gwen Stefani said she [couldn't wait to] have another baby because pregnancy is so romantic.,Unknown
569,I just [couldn't wait to] blog about it... and started this post at an unearthly hour as we got baack pretty late!!,Fulfilled
570,But it is fun and I [wanted to] share with you my book.,Fulfilled
571,"The boys had really [wanted to] go to Sandspit, but after doing some research, I decided it was not in *my* plan to spend over $100 for the six of us to go in, but only half of us to be able to go on most of the rides.",Unfulfilled
572,"Drax came over and he [wanted to] try the bungee jumping from the big Ben clock tower, so I took him up there.",Fulfilled
573,"If I [wanted to] be the newly promoted area manager,",Unknown
574,"I told her I thought she had mistakenly taken my box and that I [wanted to] look for it, and she said there was no need, that it'd be hard to find, that there was already a carload taken, and that she was returning tomorrow and that if she saw my box she'd bring it back.",Unfulfilled
575,"I didn't like anyone so he was there, I think I when I really started to ""like"" him... when I realized that I didn't like anyone... but I really [wanted to] like someone.",Unfulfilled
576,"I [wanted to] get back to working with children, so I searched online for a camp.",Unknown
577,"For example a few minutes ago my sister came in and demanded to use the computer, I said no, but [wanted to] show her something if she hadn't already seen it, she had (it was a Nickleback parody ""I wanna be a popstar"") and then tried to sit on me to gain the computer.",Unfulfilled
578,"It was my daughter's father, telling me she was sick and [wanted to] come home and that he was bringing her in a few minutes.",Fulfilled
579,I got a call form his coach that said he [wanted to] talk to me about Dallas.,Fulfilled
580,Loved it!! I thought that wall-E was so cute and joked that I [wanted to] get a little stuffed one.,Fulfilled
581,"She [wanted to] eat at Andy's... took me by surprise when she said the place by name, so we went there.",Fulfilled
582,"The play was a big hit at ALC, and I was approached earlier this year by a church in Denison that [wanted to] use it for a dinner theater production this summer.",Fulfilled
583,"So, when they got down here, I asked what they [wanted to] do.",Unfulfilled
584,They forgot to tell us they [wanted to] stop in Dubai for a refuel.,Fulfilled
585,"I would have fantasies about Paul, fuck that I [wanted to] be Paul.",Unfulfilled
586,"I didn't take any before photos, I was so annoyed and just [wanted to] get some plastic over it and get it fixed, so here was the damage: The boxes in there had hello Kitty stuff I was going to take to value Village, and yes, they were visible.",Fulfilled
587,"I think Mark [wanted to] be out and about this weekend, and I just [wanted to] stay home and try to catch little naps in between taking Amy out and cleaning up piss.",Fulfilled
588,"He was bothered by something that he had perceived I had done a few weeks ago, and he [wanted to] let me know of his frustration.",Fulfilled
589,My girls were so excited and [couldn't wait to] bridge these girls.,Fulfilled
590,"After a first-class train ride from Brussels (cheaper than the regular tickets - go internet specials), I [couldn't wait to] get out of our cheap and somewhat charming hotel and show James a little bit of Paris.",Fulfilled
591,Mom and Dad came to collect us at lunchtime and we immediately went home because we [couldn't wait to] see the babies.,Fulfilled
592,"They were so complimentary of the girls, couldn't believe the short time we've been at it (apparently some of our dances were considered kind of hard), and said they [couldn't wait to] see us again next year.",Unknown
593,"On the contrary, we [couldn't wait to] get out of town!",Fulfilled
594,"I left to go to work for a few hours, then went back to the auction, cause I [wanted to] get some fish for my ponds.",Unknown
595,"I ate big dish and the waiters looked at me strangely, because a small woman digged into big dish alone but I really [wanted to] have real Korean food.",Fulfilled
596,They [wanted to] go back to Lucas' but I didnt feel like going back out there.,Unknown
597,"I've known for several days what I [wanted to] write about, but not the words to use.",Fulfilled
598,Sunday night around 7pm Dianna got a call and was asked if she or I [wanted to] cut up some moose.,Fulfilled
599,I [wanted to] find out how much it would cost me to get all of that crap from one company instead of paying BellSouth and Comcast.,Fulfilled
600,"I [wanted to] cry - I [wanted to] scream - I [wanted to] just do something, but I knew I couldn't and I still know there is nothing more that I can do... well...",Unfulfilled
601,Then I [wanted to] drive some more cuz I knew I would not be able to drive when it got dark... we switched at some point.,Fulfilled
602,"Actually, first I [wanted to] smoke a cigarette, then I [wanted to] drink a slurpee, then I [wanted to] go home.",Fulfilled
603,That meant I had to wait for longer than I really [wanted to] in the company of some very dubious people and a fair smattering of angry frustrated ones in a filthy cement walled room with 10 chairs for 25 some odd people.,Unfulfilled
604,Katarina and I had [decided to] remove it after I'd discovered and starting fixing the problems with the foundation and rot in the sill plate and rim joists.,Fulfilled
605,"After hearing this from a few different salespeople and confirming that they legitimately had a deal with DirecTV, we [decided to] sign up.",Fulfilled
606,We [decided to] just go for a walk and look at all the sunflowers in the neighborhood as well as to try an identify flowers in the same family (Composite).,Fulfilled
607,"I really did mean it when I said in my last post that I wanted to reconnect with SL, it's just that RL has [decided to] interfere even more than it typically does.",Fulfilled
608,"Anyway, I realized that this may be my only chance to see a Satoshi Kon movie with him in attendance, so I [decided to] go ahead and attend.",Fulfilled
609,"I really [wanted to] go camping and taking the desert like conditions into consideration, I thought a float trip on the Illinois would be perfect.",Fulfilled
610,"I saw most of what I [wanted to], and more than I expected.",Fulfilled
611,"I was pretty tired and wasnt into the whole beer pong game, I just [wanted to] be a big slug and lay down and drink alcohol and be loud and silly, but I was thwarted down a few times, which kinda turned me off, so I fizzled out before the night ended.",Unfulfilled
612,We were busy burying each of them in e sandy beach n I got bitten by dunno what ever that little evil insect was... ([wanted to] show the pic but it jus wont upload) at 930pm we left sentosa!,Unfulfilled
613,"If I [wanted to] increase my salary from $30k to $40k per year,",Unknown
614,"As much as I [wanted to] lose myself in the pageantry, at times the proceedings seemed cold and sterile, especially when they relied so much on technology to impress the crowd.",Unfulfilled
615,"For the trendy ""wide leg"" look they were perfect, but I [wanted to] make them fit like my Illigs that I can't wear anymore.",Fulfilled
616,"The 80 dollars I saved up to take Shyanne out for dinner tonight because its her birthday today, well my student fee bounced and I had to use all the saved cash to pay that off so I can't take her out... I found a little field mouse today and it looked weak so I brought it to a pet shop and they said to just release back in the wild but mom [wanted to] take care of it and see if it made it through the night.",Unfulfilled
617,"If Scarlett Johansson walked into the room and [wanted to] make out with me, I would make out with her.",Unfulfilled
618,Two of the women there worked in capacities I [wanted to].,Unfulfilled
619,"Amanda said she [wanted to] give blood, so I said I'd do it too.",Fulfilled
620,"It was ok, as one of the two subjects was one I [wanted to] get.",Fulfilled
621,"I [wanted to] go with my mom but there were things to consider: Erika's enrollment who would take care of my dad and Erika while we were away in the end it wasn't such a difficult decision, after all, it is my Lolo's birthday.",Unfulfilled
622,"I worked for most of the morning/early afternoon, and then headed out to go to the Forbidden City - which is one spot I hadn't made it and really [wanted to] go.",Unfulfilled
623,I'm explaining to a few group B members that we hadn't gotten around to cutting the cecum yet and I joked that if they [wanted to] they could.,Unfulfilled
624,He [wanted to] surprise me with flowers but he didn't have time to get the flowers and come get me.,Unfulfilled
625,I knew I [wanted to] use a new set I got at convention this past week and I decided on Eastern Blooms.,Fulfilled
626,I got really upset and had this feeling like I [wanted to] cry.,Unfulfilled
627,"And it was such a great surprise when Michi called me on my drive home to work to ask if I [wanted to] meet up with her and Tim at piece, for a drink or four.",Fulfilled
628,"I know nobody else probably thought it was that bad, but it planted a rather large seed of doubt in my head as to whether such speaking was really something I [wanted to] be doing.",Unfulfilled
629,"He came to get me, we went home for about an hour and decided how we [wanted to] spend our day together since RAs and Deanna [wanted to] spend their v-Day together instead of gaming - now who on earth spends their v-day with their significant other rather than gaming *Smile & wink*?",Fulfilled
630,I [wanted to] get to know the person and what they are like before taking it further.,Fulfilled
631,"When he said he [wanted to] make a break and looked to my mother, she said that she could drive but would stay on the right lane with the slower cars.",Fulfilled
632,"I was just thinking that I [wanted to] work with Zorro on these particular exercises, so someone must have been reading my mind.",Fulfilled
633,I remember I was taking a summer college course or two that summer and [wanted to] try something new.,Fulfilled
634,I really [wanted to] know what was written to me.,Unfulfilled
635,"I [wanted to] wait to see if JP and I survived that period, and so far we have.",Fulfilled
636,"When I whispered Pepe telling her that I [wanted to] run, she didn't get back to me till 10 minutes later, and even then it was with What's your spell dam?",Fulfilled
637,"While I thought I had the correct log in id and password, it wasn't being accepted and I simply [wanted to] find out what I was doing wrong.",Unknown
638,"I am so excited about the financial miracle God is doing in my life, I [wanted to] express myself somehow, so I reached for the Bible to read how others expressed their gratitude to God.",Unknown
639,"Then I called Jacob, and I told him what I was doing and asked if he [wanted to] come over.",Unfulfilled
640,A part of me also [wanted to] do it.,Fulfilled
641,"There's obviously been a lot of money invested recently - all the things we [wanted to] see were under renovation, and the delapidated and charming old town of wooden houses seems to be being bulldozed and modern apartments built.",Unfulfilled
642,"Even though Mississippi is weird and we didn't like it, we [wanted to] stay because Neko case was playing tonight and then there is that little ol' debate tomorrow (maybe).",Fulfilled
643,I was 1 month post break up with a 2 year steady and all I [wanted to] do was just date guys and have fun.,Unfulfilled
644,I [wanted to] share some of my experiences making my film love Song.,Fulfilled
645,"I had a lot of matters I needed to process, and then I [wanted to] work on some financial goals.",Unknown
646,"I yelled at whatever brother had started the movie, but they wouldn't start it over again, just [wanted to] fill me in on what I missed.",Fulfilled
647,"However he decided to take pity on me and let me off; either because it was a Friday or because he felt sorry for me in my disheveled, jet-lagged state, but most probably because he [wanted to] look good in front of his female student.",Unknown
648,Yesterday I met some girls that [wanted to] practice their English and a crazy Mexican don Juan that speaks Spanish with an Argentine accent.,Fulfilled
649,"I had all these plans to prepare myself-refreshing my Spanish, looking over the pop culture, looking at which neighborhoods I [wanted to] live in... it's not that I didn't have the time.",Unfulfilled
650,"I [wanted to] join in Scrabble, but my battery died, so I read my book instead.",Unfulfilled
651,"I made an icon of the Joker well just because I [wanted to], then I made small icons of myself (im not stuck up)",Fulfilled
652,It came to a point that I just [wanted to] get 'it' out of my system since I've been talking/blogging about it for months.,Fulfilled
653,"I [wanted to] capitalize on the plant's natural tendencies, imposing my will only when absolutely necessary.",Fulfilled
654,I baseically [wanted to] cry.,Unfulfilled
655,And he surprised the hell out of me by saying he [wanted to] leave.,Unknown
656,"I didn't get up as early as I [wanted to] (I [wanted to] get a couple of hours in at work before bringing the car into the shop for 8am), so I will have to work later tonight than I originally planned, but that's ok.",Unfulfilled
657,I can't believe how much shit I went through with John and I actually [wanted to] stay with him while I was in Hawaii.,Unfulfilled
658,"I'll edit and re-save them, but I [wanted to] be sure they were safe, even before working on them at all.",Fulfilled
659,He [wanted to] ride the same bike as I was training on.,Fulfilled
660,"I never thought he [wanted to] leave Michigan, Harper woods.",Unknown
661,"Anyway in the morning, I went to river City restaurant in Excelsior Hotel with my family... it was actually last min cos we couldn't find this particular place we [wanted to] go.",Unfulfilled
662,Not that I even [wanted to]... *tear*.,Unfulfilled
663,"Tanner did great until he got sleepy and he couldn't decide if he [wanted to] lie down beside me or Daryl, so he did a little flip-flopping between the two of us.",Fulfilled
664,I had free time to do things that I long [wanted to] do and just chill!!!,Fulfilled
665,"I didn't mind people doing whatever it is they [wanted to] do, but nothing gave me a kick.",Fulfilled
666,"I [wanted to] get 0 (mid-country), and I could hear them pretty clearly, but we were operating on low power and between that and the antennas, it wasn't gonna happen.",Unfulfilled
667,If I had my life to live over again I would have never have insisted the car windows be rolled up on a summer day because I [wanted to] stay cooler.,Unknown
668,"I called my dad at home yesterday to ask if he [wanted to] go take photos sometime in the next couple of weeks in the afternoon- he likes to take photos, so do I, I figured we could go somewhere and do that.",Unknown
669,"I opened with ""So, you, umm, [wanted to] see me?"" -blank stare- ""Paul?"" I could see something going on in his mind, but he couldn't seem to remember why he'd asked to see me.",Fulfilled
670,"I heard this morning in the media that we [wanted to] trademark on of the verses from O Canada. ""With glowing hearts"" was one of them so I kind of figured that although the media is sometimes wrong when reporting the facts, that sometimes their hunch is accurate.",Unknown
671,I just [wanted to] share with you all,Fulfilled
672,When I got off I decided I [wanted to] go again... it wasnt as good the second time,Fulfilled
673,"Two lovely Chinese ladies were in front of me for about 20 minutes, when my turn came I understood why nothing moved, the El Al desk person did not really speak English and [wanted to] book me to Columbia, which did not work, I found this out after asking for help from the next desk.",Unfulfilled
674,I think the questions asked were so extremely opposite of what I [wanted to] do that I always defaulted to the generic career at the end.,Unknown
675,In my recollection I was taken in a small office inside the airport to be questionned: Why I [wanted to] come to France?,Unknown
676,"I [wanted to] wear shorts, but they wouldn't let me.",Unfulfilled
677,We [wanted to] walk a certain way to the tube station but the guys insisted that our way was wrong and long and directed us along another way instead.,Unfulfilled
678,And omg I [wanted to] cry right there in the chair,Unfulfilled
679,"She [wanted to] know if I [wanted to] spend Friday with her,hanging out,shopping for clothes for me and some errands with her and dinner,drinks ect.",Fulfilled
680,"After the wedding my grandpa [wanted to] go home because he didn't feel good, and he wanted my grandma to go too, and they had rode there with my aunt and uncle Susan and Randy in their van, so my dad took them home in their van and left his truck there, and Susan rode with me and mom and Randy rode with my aunt and uncle Tina and Andrew.",Fulfilled
681,"Luci didn't recognize me because I had pants (trumpets apparently don't wear pants) and my hair was down, but she said she [wanted to] braid it.",Unknown
682,We kissed again and he invited me to go with him on Sunday to the coast for the day-I said yes and he looked so happy lol he also said that he [wanted to] walk beside the river with me that evening-but couldnt coz of the rain- but that is sweet.,Unfulfilled
683,I [wanted to] sew today but so has mom she was annoyed because the machine has been screwing up alot lately so she hasn't been able to sew her pillows properly.,Unfulfilled
684,"AHAAHAHA I soo [wanted to] just marry him *_* Hello crazy, insane psycho hottie!",Unfulfilled
685,We actually [wanted to] do a newspaper article but we brought the question paper but not the newspaper. : and Angela was super high.,Unfulfilled
686,"I really [wanted to] play sand blocks, but was assigned cymbals.",Unfulfilled
687,And when after we were kissing for a while he said he better take me home-but didnt want to-just [wanted to] stay there kissing me all night-which is quite sweet too lol but I keep laughing-I dont mean to be rude or silly or anything- im just nervous!,Unfulfilled
688,But then last night he texted me and asked me if I [wanted to] hang out and I was like no but then I was like fine so I went over there and I didn't like him but like it felt good when we were sleeping together and I don't know.,Fulfilled
689,"When really, I [wanted to] go because I hadn't seen you since school had gotten out.",Unfulfilled
690,So I felt like if he [wanted to] leave he should leave me the TV atleast for the night so I could see my 3 shows.,Fulfilled
691,I [wanted to] do this so you would not need to give me internet.,Fulfilled
692,It was more of a training run than a race - I was a the Dave Matthews show earlier in the weekend and Frank was traveling from London- so - mostly - we [wanted to] get out for a nice run - and since I've been running this race for years - I thought I'd introduce Frank to it.,Fulfilled
693,And that maybe we could fix this one day because he thought about it and he wouldnt want his girl's friend to be in love with her either so he understood why Chris [wanted to] beat his ass.,Unknown
694,"I'm sure there were details she [wanted to] add, but I couldn't see what they would be.",Unfulfilled
695,And I really [wanted to] believe that.,Unfulfilled
696,"We were wanting to get pregnant in a few months, but were thinking that we [wanted to] wait.",Unfulfilled
697,"Food was something I could control and like the lingering greed that exists in all of us, I [wanted to] feed on it.",Fulfilled
698,"I [wanted to] stop, recoil, see what the heck it was, but did not want to give anyone the satisfaction.",Unfulfilled
699,Not if what I was saying I [wanted to] do was true.,Unknown
700,"And I did understand why they were so distrustful of her, no matter how much they [wanted to] believe that it was her.",Unfulfilled
701,"Given how the aforementioned short-staffedness has been very upsetting and I was desperately waiting for the work week to end, I can't really explain why, fourty minutes before my shift was over, I called Jenny and asked if she [wanted to] go see a free concert.",Fulfilled
702,"It was a tough call because felt (puppet improv) was going on upstairs and I [wanted to] see that really badly, but I elected to go to the free Harolds show downstairs.",Unfulfilled
703,"For the last decade, I had always [wanted to] go to the zoo, yet it turned out to be a disappointment.",Fulfilled
704,"We kept intending to pick it up again, but crossing the Bay Bridge is a $4 toll so we never [wanted to] just drive over there braving both toll and traffic just to buy something.",Unfulfilled
705,She visited me at my shop and decided she [wanted to] make a quilt.,Fulfilled
706,But I realized that what I really [wanted to] do was go for a run!,Fulfilled
707,"Having a huge room full of food to choose from and for the first time in a week not only feeling hungry, but feeling like I [wanted to] eat something.",Fulfilled
708,I kept thinking about things I [wanted to] tell her.,Unknown
709,Which brings me to the first thing I [wanted to] update about.,Fulfilled
710,I [wanted to] beat the hell out of my sister.,Unfulfilled
711,I also [wanted to] knock out a guy who was grabbing at Erin.,Unfulfilled
712,I [wanted to] tell her how much I love her and how strong I think she is and how dissappointed I am in her.,Unknown
713,"I went to Tahni's house, because I was really bored mostly, and I [wanted to] help her pick blueberries... I wished to contribute to her piecing because I have general approval of it.",Fulfilled
714,I spent the weekend all alone and did nothing when I [wanted to] and whatever I [wanted to] do whenever.,Fulfilled
715,"Then when to the oncologist for just a ridiculous visit - I had called the week prior to remind the nurse of all the tests he [wanted to] see and of course, none of them were ready.",Unfulfilled
716,"I got some melon pan and candy~ then hand [wanted to] back to the con, and so we took her back.",Fulfilled
717,We got to the house where we were staying (an ambiguous we) and there was a pool and I [wanted to] swim.,Unknown
718,I went anyway because Jay-Ray said he'd take me home when he [wanted to] leave earlier than 2.,Unfulfilled
719,"I didn't know if she recognized me now or not, and I [wanted to] apologize to her for all the embarrassing things we did (like accidentally trick or treating at her house when we were already 16... )And what was I supposed to say?",Unfulfilled
720,So I ironed it out and quilted it up - I [wanted to] try something different so I used loops and stars.,Fulfilled
721,"I didn't do 10 miles like I [wanted to], but I did the nine on the schedule.",Unfulfilled
722,"Before I do that, I [wanted to] share a little information with you all that came from Luke himself.",Fulfilled
723,He has a tooth ache and my parents [wanted to] get him antibiotics or something before going to the dentist (who knows why).,Fulfilled
724,I made them go to Wal-Mart with me after we ate because I had a horrible night at work and [wanted to] cheer myself up by looking at furniture and paint swatches and decorations and stuff for my new room whenever we get around to moving.,Fulfilled
725,"For the longest time, I [wanted to] be a ballerina.",Unfulfilled
726,"I remember when I was little, I [wanted to] be a fashion designer (hugely in part to my very fashion-conscious aunt), but that idea quickly faded.",Unfulfilled
727,"We went last year and determined that they place was flooded at 1pm, so we [wanted to] go in the morning.",Unfulfilled
728,I am here because I [wanted to] study some documents from the new company--papers related to beginning employment as well as some things related to the actual work itself.,Fulfilled
729,I was supposed to work 3-close tonight (90ish) but I gave my hours to my friend Sam because I [wanted to] have some more time to pack and organize and run errands before I move to school tomorrow night.,Fulfilled
730,"I [wanted to] be a ballerina, too.",Unfulfilled
731,I knew I [wanted to] have a job that I could say I truly loved.,Unknown
732,We [wanted to] go find some animals and try to take some pics in the dawm light.,Fulfilled
733,"I [wanted to] play things like the Who and rush, and they [wanted to] play Motley Crue and def Leppard.",Unfulfilled
734,"So of course, Iliana, being Iliana, [wanted to] hang out in my room the whole time and show off all my stuff lol.",Fulfilled
735,Two weeks at home made me miss it more and part of me [wanted to] stay there longer but because of uni and re-sits I couldn't.,Unfulfilled
736,"I was talking to a friend of mine's little girl, and she said she [wanted to] be President some day.",Unknown
737,We come upon a yearling moose that [wanted to] join us on our journey... this moose would not leave it just stood in front of us looking at us... then it would walk a bit and stop... it took a while and it finally got tired of us and wandered up a hillside and laid down where we could still see it... of course I did not bring my camera that day and heard about how I could have taken pics of it!!,Unfulfilled
738,"Just [wanted to] share a few words of wisdom I learned from this, my first foray into cupcake baking:",Fulfilled
739,"The message was pretty benign, just wanting to know if I [wanted to] chat with him sometime, and I figured ""what the hell, I'll give it a try."" I sent him a message back, commenting that we had some similar interests and that I would chat with him some time when I wasn't at work.",Fulfilled
740,"The little girl Tae soo was adorable, but I [wanted to] punch her in her cute little face.",Unfulfilled
741,"But seriously though, I wasn't aiming to be a Dean's list-er this term, I just [wanted to] adjust and make the most of college.",Fulfilled
742,I have always [wanted to] prepare a romantic dinner for my husband.,Fulfilled
743,"He said he was worried that I might have something called ""silent reflux"" and he [wanted to] cover all bases before he went on with further tests.",Fulfilled
744,"The message suddenly morphed into a quasi-love letter about how he thought I was beautiful, how he really [wanted to] take me out on a date, and how he was the type of guy that liked to go all out on a date.",Unknown
745,"Adding on top of that, I [wanted to] see people during this time before everyone goes on separate pathways.",Fulfilled
746,"Unlike last year every hotel has had a buffet, so we could eat lots of the food that we [wanted to].",Fulfilled
747,I don't feel part of it whatsoever and it sucks because I really [wanted to] be on the recordings.,Unfulfilled
748,I [wanted to] go to this spot where there were a couple of islands sitting just off the coast and I had seen others anchored there.,Fulfilled
749,"I knew I should have called the experts, but I [wanted to] save them the trouble.",Fulfilled
750,Lol last night I [wanted to] give myself a French manicure.,Fulfilled
751,I was always going to be lapped but I [wanted to] do my best!,Fulfilled
752,When what I really [wanted to] do was obey you.,Unfulfilled
753,"He mentioned that afterwards he'd like to go to the apple store and I was like ""cool, let's go"", figuring he [wanted to] get some accessories for his iPod or iPhone.",Unfulfilled
754,"So we found out that Grandpa had spots on his lungs, and the doctors [wanted to] test to make sure it wasn't cancer.",Fulfilled
755,"I of course also [wanted to] paint a pink flower on my thumbs for fun but of course it would come out looking like a big ""X"" on my thumbs... so what do I do to cover up the mistake instead of just acetoning it off and repaint clear polish on top?!",Fulfilled
756,I [wanted to] take a brief side bar this week and pose this question.,Fulfilled
757,And I dream of what I [wanted to] do and what I should have done.,Unfulfilled
758,"A very significant anniversary occurs tomorrow, and I [wanted to] see what I'd written about the occasion after it happened.",Fulfilled
759,My dad called and asked if I [wanted to] come over for pizza.,Fulfilled
760,I knew from an early age that the only real job I ever [wanted to] have was that of a great writer.,Unfulfilled
761,"Nobody [wanted to] talk to him because in my dream, he's fat.",Fulfilled
762,It didn't take a lot of talking- I've [wanted to] play catch for a while now.,Fulfilled
763,"Apparently he'd caught wind of my impending trip to Kirksville, and [wanted to] get together.",Unknown
764,"Since I was canceling the tournament, I had players who still [wanted to] come to Redding and play ball.",Fulfilled
765,We continued on until we found the fair trade store my mom [wanted to] go to.,Fulfilled
766,"My awesome hairdresser [wanted to] play a bit, so she put my hair up for me.",Fulfilled
767,I was so angry that I just [wanted to] stand up in the middle of my quiet office and scream at the top of my lungs.,Unfulfilled
768,"I- I [wanted to] tell you, er, uhh, anyone really, who I am.",Fulfilled
769,"I [wanted to] kiss her, but selfishness took over and made me think it would be better saved for my 30th birthday.",Unfulfilled
770,"I cracked mentally at one point because I was just pissed that I was working out so much and I had to go to work later and I was tired of epicness and I [wanted to] cry and feel sorry for myself, but I abstained and instead started thinking about goats hopping over rocks which somehow lifted my spirits enormously.",Unfulfilled
771,"I have been to S.Africa many times, but had never had the opportunity to do the one thing I have [wanted to] do for a very long time: Visit Robben Island.",Fulfilled
772,"So I just [wanted to] say that even though I don't know many of you on here very well, all of you guys still help to make my day a little bit brighter through your comments and posts, and I just [wanted to] thank you.",Fulfilled
773,"He asked if I [wanted to] speak to him about what was troubling me and much as I [wanted to], I knew I couldn't trust him to know.",Unfulfilled
774,"In fact, most of the reason I actually stayed behind was because Nigel Caspar and Jeremy [wanted to]",Fulfilled
775,"If only there was some way of blogging wherever I was, before I forgot what I [wanted to] say.",Unfulfilled
776,I failed to makes teachers' card to the teachers that I [wanted to] thank for their teachings and guidance...,Unfulfilled
777,"I honestly dont know why I did it, other than I like the colour black and I [wanted to] paint my nails.",Fulfilled
778,Havent become upset at all or had feelings that I [wanted to] go backyay (ITs cause I love Deven too much),Unfulfilled
779,"They keep trying to get me to eat if I [wanted to] eat I would,I have enough body fat to survive off for a year so I will be fine I' m almost certain of it.",Unfulfilled
780,I aksed if he [wanted to] get a drink and he was like im not 21 well I didn't know.,Unfulfilled
781,"J: going to a show... whats up girl? s: I [wanted to] say how honestly happy I am that we remained friends, Matt said tonight he'd never be you and be my friend and it didn't hurt I was just glad we were so mature about it.",Fulfilled
782,"So, when we did talk, we found that we both [wanted to] just be friends.",Fulfilled
783,I feel like I accomplished something that I really [wanted to] do this summer.,Fulfilled
784,"I could have stayed home, but I [wanted to] spend time with Kate and, besides, the builders were here and were probably loud.",Fulfilled
785,I wanted this to be a productive meeting and I [wanted to] elicit the group's best creative thinking.,Fulfilled
786,I [wanted to] wring his neck at that very moment!,Unfulfilled
787,"We had spent the day wet and squally, the night before had been super-squally, and we [wanted to] be ready for it.",Fulfilled
788,"Anyhow, after thinking about it we both decided we handle the situation badly and [wanted to] talk about it.",Fulfilled
789,"Whatever he [wanted to] do and if I say no, he'll whack/slap my body and he loves to aim at my tummy.",Unfulfilled
790,"Sorry,I should have actually said,I willingly [wanted to] go to lil darlings house.",Fulfilled
791,"Lol always said I [wanted to] be a fly on the wall, well now I get to!",Fulfilled
792,I [wanted to] go inside into the building but I didn't have id to show that I am 16 and plus they were sold out of wristbands.,Unfulfilled
793,I [wanted to] tell him what exactly went wrong.,Unfulfilled
794,The had little butterflies leading down the aisle that I [wanted to] capture.,Fulfilled
795,He asked if I [wanted to] go out on the veranda that overlooked the lake to watch the sun set over the lake.,Fulfilled
796,"Today a professor scoffed at the idea of co-dependency, I admit I [wanted to] punch her in the face and then explain to her about how my life has become unmanageable and powerless.",Unfulfilled
797,I [wanted to] tell him what he did wrong and why we would and will never work.,Unfulfilled
798,I [wanted to] be honey West.,Unfulfilled
799,I am pretty sure she is going to hate the show because I'm not sure how she will feel about some of the subject matter but she said she [wanted to] go so we are going.,Fulfilled
800,After riding the tram I [wanted to] make sure that I had something to eat just in case there was not too much to eat while I was on the plane to Japan.,Fulfilled
801,Anyway I [wanted to] show you my first little cute collection's chipboard owl.,Fulfilled
802,"In fact I had often [wanted to] do archaeology but I... Dunno what happened, it's all a blur, and 4 years went by and the degree was granted in a kind of blinding flash before I could get my head straight (I move kinda turtle-like and sometimes the world moves on without me).",Unknown
803,I [wanted to] be a sheik spy.,Unfulfilled
804,I was working on a project for SimKast and [wanted to] demo it for deli.,Fulfilled
805,"I went to this Coney Island place, no it wasn't a Nathan's hot dogs or anything like that but it was not too much money to eat and I really [wanted to] be served rather than to eat at a nasty McDonalds.",Fulfilled
806,"Case and point: We decided, after a couple of unfortunate accidents, that the dogs needed an easier way to tell us when they [wanted to] go out to conduct their business.",Fulfilled
807,"JB Holmes - two years ago, I wrote here that I [wanted to] see JB make the Ryder Cup team.",Fulfilled
808,I was all of 5-6 years old... then I really [wanted to] be Emma Peele. Sigh.,Unfulfilled
809,"I had been there no more than 3 minutes, where the lab tech asked if I [wanted to] practice injections on her.",Fulfilled
810,"Not because she was going away lol we're not exactly what I'd call close... but I was sad because ever since that light went off in high school that - duh - having the life I want requires a college education, ive [wanted to] go away to school.",Unknown
811,I [wanted to] deconstruct it.,Fulfilled
812,"It was so dark I couldn't see G, and I [wanted to] know that he was there.",Fulfilled
813,I [wanted to] be affectionate with all of them but I couldn't because one of the others would always be around and get jealous and I didn't want to upset them.,Unfulfilled
814,"Also, within the first, twenty minutes I was there, one of the nurses asked if I [wanted to] practice taking blood on her, I got a vein on my very first try!",Fulfilled
815,"I just [wanted to] get him out of the heat, sitting down somewhere where we could call his wife or a cab or something, so I ran around to the far door and asked the security guard if he could let us in.",Unfulfilled
816,"After I introduced myself, she [wanted to] know more about what I did for a living.",Fulfilled
817,"I knew I had an appointment with a doctor to go check out my sinuses because they are shitty, so I [wanted to] make sure I actually woke up.",Fulfilled
818,"I didn't do too much on my birthday although a couple of people from church [wanted to] go bowling and I was invited so I decided to do that, which was fun.",Fulfilled
819,"I [wanted to] use up some carrots and celery that I had in the fridge, so I minced 2 or 3 carrots in the food processor with two stalks of celery and an onion, along with some garlic.",Fulfilled
820,"Anyway, I [wanted to] take a moment and share how the Montgomery Park show went for me.",Fulfilled
821,"I asked him if he [wanted to] talk to my mum and he rudely said no, he didn't want to talk to her or anyone.",Unfulfilled
822,"I [wanted to] try and use at least some of it towards her college, but since we aren't investing her college money in higher risk/yield areas (right now it is just in an ing account CD)",Unknown
823,I [wanted to] get my tongue pierced and dye my hair between now and the end of the month but im pretty sure that after gas and pet deposit ill have no money.,Unfulfilled
824,"There will be no spoilers in this post, but I just [wanted to] say that I finished Breaking Dawn in 7 hours - about 100pages per hour.",Fulfilled
825,"Not quite sure why I did it, but I guess there wasn't anyone ICly available for Paul to talk to about what he was thinking, and I [wanted to] define his relationship with Molari a little more.",Fulfilled
