,Content,Label
1220,"Woke up shaking from a dream with M in it. She showed up at my door. The first thing I thought was that she [wanted to] make up. Nope, that wasn't it at all. She proceeded to tell me which photos of her I could and couldn't keep. Finally, I got so angry, I said ""Either you tell me why you cut me off like that, or leave."" I didn't shout, but I was so angry, I was about to lose it. So, being a dream and my not knowing the answer IRL, she left.",Unfulfilled
1221,"I mean... I really had to go. I needed to get some food. Our cupboards were bare and I needed more Maalox (read the previous post if you want to know why.) So despite my sub par state of health, I picked the kids up from school and went grocery shopping. Reed was in Marlie's cart and he was being surprisingly good, which was a pleasant surprise since I [wanted to] get out of that store before I had an embarrassing accident. So we flew through our shopping and got to the checkout without so much as a single fart gone wrong... if you know what I mean. Yes folks, we tell all here at the Innsane. The good, the bad and the crappy (literally.) So as I unloaded the carts, I noticed Reed was sporting chipmunk cheeks.",Fulfilled
1222,"I was talking to a friend of mine's little girl the other day. I asked her what she [wanted to] be when she grew up and she replied, ""I want to be President!"" Both of her parents are liberal Democrats and were standing there. So then I asked her, ""If you were President what would be the first thing you would do?"" She replied, ""I'd give houses to all the homeless people."" ""Wow - what a worthy goal."" I told her, You don't have to wait until you're President to do that. You can come over to my house and mow, pull weeds, and sweep my yard, and I'll pay you $50.",Unknown
1223,"Even my grandma couldn't insult that! And I'm tempted to take up Tai Chi now because of how awesome they made it look. Call me ignorant, but I never realised how many countries there are in the world. I am so narrow-minded and dumb. Well, I knew there were a lot, but Christ, I was waiting for 3 of my countries (Australia, which was third last, Vietnam and Thailand) to appear on the parade of the athletes but there were so many damn countries and it just went for ages! I [wanted to] fall asleep, so I was just like ""Fuck this, I'd rather watch the actual events"" and went to bed. I think I spotted some hotties amongst the Taiwanese and Hong Kong athletes.",Fulfilled
1224,"We got back to Louisville last evening. I've [wanted to] visit cedar Point ever since I was about eleven, listening to my pal Chris' privileged stories about his multi-day, Coaster filled, clear skies, giant smile, bag of money, naked-girl-massage vacation to the park. I made up some of that. Let me tell you that regardless of the details, cedar Point is every bit as entertaining as I dreamed. My eleven year-old imagination did not best it. Except disaster Transport, that ride sucked. What the hell.",Fulfilled
1225,"We went to the full Throttle on Monday. Which we go to quite a lot. They have the normal Sturgis feel there, but it free to get in and we had a blast. You meet some really interesting people. Yesterday we went to the Buffalo Chip. Mainly because they had Lynyrd Skynyrd and I really [wanted to] see the band. Theory of a Deadman opened for them, and they weren't bad. Not really my kind of music, as it was a bit heavy.",Fulfilled
1226,"I was browsing through sites on new releases of Neo Blythes for this year and came across a few that look and sounded very lovely~^ ^ first girl = 7th anniversary denizens of the lake Eleanor the forest dancer I love this girl very much every since saw her real life pictures taken by Amy at the STCC and Anai's pictures both on Flickr Never thought I would actually like her as judging from the promo pictures she looks just like last Kiss which I regreted not getting previously *laughs* And when I [wanted to] enter for Eleanor lottery today and just found out The deadline just ended yesterday - July 9th (T__T) *groan* Oh well, I guess I can just keep my fingercross and pray I will get to adopt her at a reasonable price on auction or forum market place much later on... ~~ Second girl = miss Sally Rice looking at the graphic illustration of miss Sally Rice and plus her light baby blue Hair and her cute outfit set, she is a must have in my purchasing list *LOL*! I hope she look as sweet and nice as illustrated as you can never tell how They usually turn out in real production...",Unfulfilled
1227,"So I thought id show the progress ive made on my film posters. Here are the thumbnail sketches I did. I did two other sets but they were quite lame. So I started off with the howl's moving castle poster. For all of the posters I [wanted to] encorporate something that was hand done, so I made and scanned in some watercolor paintings to use for the color you see. I made a bunch of variations for this one, mostly changing up the type by filling it in as opposed to having it an outline and using a bunch of colors so ill bring those on Monday. This was the last variation I did. So after that I moved on to the Totoro one. This took for ever. I actually couldnt add the colors the same way I did for the howl one coz there are two seperate paintings (the green and brown) that interwtine with each other with the tree top, branches and leaves.",Fulfilled
1228,"So I've given up on finding out when that was and decided that while I was here I would write something down. A little update that may well become a long update if I don't feel sleepyer sooner. My last post was before Glastonbury, well obviously I returned thou I haven't got around to uploading my photos to smugmug but I shall get around to that, even got my lomo photos scanned in from glasto so will put those up too when I get round to it. I did attempt a festival blog but failed and burnt my notebook to help start a fire, because we didn't have any kindling. Well I've started talking about Glasto so I may as well finish and write down my bestest stories so I don't forget them. Had a good start to the festival me and Matt drove up thou we did get there a little later then I would've liked the spot where I [wanted to] camp was already quite full but I found a spot with a space for Adam & Hannah when they arrived later. After setting up I gave Matt a little tour of the site pointing out the best places to go, but unfortunately the tour would continue for many days as instead of doing his own thing Matt mostly followed me to the music I wanted to see and the places I wanted to eat, except for an unnatural hatred for the Wurzels by Matt, but he did do some things on his own, like going to the toilet. A good example was Thursday night, I wanted to go see back to the future in the cinema field even though it was raining, Matt didn't want to go because it was raining, so I was all prepared with plenty of waterproofing and went to watch the film a little while later Matt shows up with his chair and not much else which led to him getting very cold and soggy and leaving before it finished, Adam told me later that Matt had a complete change of heart and decided it wasn't too wet to watch a film despite his previous complaints. Ah well, I enjoyed the film non the less especially in a field with hundreds of people shouting 1.21 JIGAWATTS!!!",Unfulfilled
1229,"You know how a few posts back I wrote about Amazon's service and how they had this organic food I wanted the baby to taste? Well, I placed my order on Monday or Tuesday of last week, and they were delivered on Friday. I ended up buying an intro package of veggies and a package of pears. Each box brings six smaller boxes with three containers each, each containers is one serving (3.5 Oz). When I was reading the description on Amazon, I wasn't sure how much it brough... so that was the first thing I asked Abraham, how much does it bring? I paid almost $40, and I [wanted to] know what I was getting! For some unknown reason to me, Ari has been really picky about eating the past three weeks. It might be he's teething, but al he had wanted to eat were pears, yogurt and bananas. So, on Friday night we tried giving him ""MamaMia"", a mix of squash, zuchini, pasta, sage and parmesan cheese.",Fulfilled
1230,"I do not like having my blood drawn. It leaves me feeling woozy and I'm apparently mildly allergic to adhesives, so the tape or band-aid that holds my cotton ball in place afterward always gives me a bit of an itchy rash, and that's annoying. But anyway, I had my glucose test last month, and she also drew blood then to test for other things... things I don't know much about. Just general levels of everything, I think. I was bordering on anemic before, so I know that was part of it. So my glucose came back fine, but my platelets she said were quite low and she [wanted to] test again to determine what we should do about it. She did tell me I need to up my potassium intake, so I'm looking for more ways to do that besides eating a banana every day.",Unknown
1231,"So I managed to find internet... well see if it last. I [wanted to] thank you all for the wonderful birthday cards!! It was such a great surprise, I didn't think I was going to be able to check the mail until I got back to Dar in Nov. But someone brought all my letters. It was definitely a shock when I opened my card from the steffens, during a program meeting, and it started singing heat Wave- they all thought that was hilarious Thanks very much, I loved them all! Today we are traveling to karatu, a city near Lake manyara, where we will spend a couple days and then travel to ngorongoro crater than to the Serengeti to set up tent for three nights. I think I stopped at Lushoto with the last blog.",Fulfilled
1232,"Got an early dismissal to get money. I also GOT NEW GLASSES! You don't know how long I've been waiting for these. Love them!!! Today was also a bad day. Aaron s. Fucking told Aaron a.C. (1st grade buddy!) that I [wanted to] commit suicide last year. Ok, that part was true, but then he said that I almost jumped off.",Unfulfilled
1233,"A little update that may well become a long update if I don't feel sleepyer sooner. My last post was before Glastonbury, well obviously I returned thou I haven't got around to uploading my photos to smugmug but I shall get around to that, even got my lomo photos scanned in from glasto so will put those up too when I get round to it. I did attempt a festival blog but failed and burnt my notebook to help start a fire, because we didn't have any kindling. Well I've started talking about Glasto so I may as well finish and write down my bestest stories so I don't forget them. Had a good start to the festival me and Matt drove up thou we did get there a little later then I would've liked the spot where I wanted to camp was already quite full but I found a spot with a space for Adam & Hannah when they arrived later. After setting up I gave Matt a little tour of the site pointing out the best places to go, but unfortunately the tour would continue for many days as instead of doing his own thing Matt mostly followed me to the music I [wanted to] see and the places I [wanted to] eat, except for an unnatural hatred for the Wurzels by Matt, but he did do some things on his own, like going to the toilet. A good example was Thursday night, I wanted to go see back to the future in the cinema field even though it was raining, Matt didn't want to go because it was raining, so I was all prepared with plenty of waterproofing and went to watch the film a little while later Matt shows up with his chair and not much else which led to him getting very cold and soggy and leaving before it finished, Adam told me later that Matt had a complete change of heart and decided it wasn't too wet to watch a film despite his previous complaints. Ah well, I enjoyed the film non the less especially in a field with hundreds of people shouting 1.21 JIGAWATTS!!!",Fulfilled
1234,"The last time I wrote in here was when I was umm... in a relationship? Hah... well... lets see... where do I begin? Okay. So I dated this kid Dan for like... 2 months... after he deliberately ignored me and pushed me aside, I left. I couldnt handle it! He wasnt what I wanted, and was pressuring me into things I never [wanted to] do. So, a week before finals, I broke up with him. I couldnt deal with his bullshit. I was over him a month into our relationship, and tried to stick it out to make things easier, or hope they would end up that way anyway... So after I split from Dan, a friend of mine, Ross, and I started talking.",Unfulfilled
1235,"It all started out so well. I [wanted to] grow my own ""grape"" tomatoes. For the first few weeks, my tomatoes flourished. I had 20 in total. When my tomatoes were ""big"" enough to go outside, they reacted positively to the new environment. Then... I went to Arizona and didn't water them. Here are the survivors.",Fulfilled
1236,"I got there about 30 minutes too early but thankfully two other girls were already there too. We got talking and decided to go for a coffee together before registration began, so the day got off to a good start. The induction didn't last nearly as long as we were told it would - the head of the course seems like a very nice guy, the other lecturer, well, didn't so much, but we'll see. I really should be pleased that I got into the class at all - 200 people applied for the course and only 30 people got in, so the majority of people who applied got turned away. I should be happy about that! Maurice, the tutor, told us that not only had the college [wanted to] get rid of the direct debit facility, they had also [wanted to] double the course fees just three weeks before the course began. It was the tutors and lecturers who managed to convince the college that was a pretty bad idea, but it will take effect from next year. Good thing I applied when I did...",Unfulfilled
1237,"My last post was before Glastonbury, well obviously I returned thou I haven't got around to uploading my photos to smugmug but I shall get around to that, even got my lomo photos scanned in from glasto so will put those up too when I get round to it. I did attempt a festival blog but failed and burnt my notebook to help start a fire, because we didn't have any kindling. Well I've started talking about Glasto so I may as well finish and write down my bestest stories so I don't forget them. Had a good start to the festival me and Matt drove up thou we did get there a little later then I would've liked the spot where I wanted to camp was already quite full but I found a spot with a space for Adam & Hannah when they arrived later. After setting up I gave Matt a little tour of the site pointing out the best places to go, but unfortunately the tour would continue for many days as instead of doing his own thing Matt mostly followed me to the music I wanted to see and the places I wanted to eat, except for an unnatural hatred for the Wurzels by Matt, but he did do some things on his own, like going to the toilet. A good example was Thursday night, I [wanted to] go see back to the future in the cinema field even though it was raining, Matt didn't want to go because it was raining, so I was all prepared with plenty of waterproofing and went to watch the film a little while later Matt shows up with his chair and not much else which led to him getting very cold and soggy and leaving before it finished, Adam told me later that Matt had a complete change of heart and decided it wasn't too wet to watch a film despite his previous complaints. Ah well, I enjoyed the film non the less especially in a field with hundreds of people shouting 1.21 JIGAWATTS!!!",Fulfilled
1238,"Friday night's traditional fencing practice was quite enjoyable. I hadn't gotten a hard kettlebell training session in a couple of days, and I [wanted to] see how I fenced after one, so I waited until an hour or two before class, and did a quick, but hard one. Sort of the two minute drill from before, but without the rest stops, such that it was a session of continually escalating difficulty. Sort of the de Vany protocol of trying to hit both slow and fast-twitch muscle fibers. Two minutes each arm, LCCJ (16 kg) Two minutes each arm, LCCJ (24 kg) Two minutes each arm, LCCJ (32 kg)",Fulfilled
1239,"In the past two weeks I have: presented to the department for journal club, given the lecture to advisor's class, and held a committee meeting. They all went reasonably well-- at least so I've been told. And now I'm sick with a lovely drippy nose, stuffy head, and sore throat. And for some reason I'm still plugging away in the lab. Sigh. First, I [wanted to] thank everyone for their suggestions on my lecture. It went pretty well. Advisor thought that the troubleshooting section I went through was a great idea and a good way to present the information! Thanks, everyone!",Fulfilled
1240,"Took Lupin to the vet this morning for annual exam and shots. The vet just [wanted to] give him the rabies since we didn't know what his reaction would be. Fifteen minutes after we got home form the vet he was puking his little fuzzy toes up... so we rushed him back to the vet. According to the vet he had the beginnings of an anapylactic reaction. They were hooking my baby boy up with a catheter and said he was bleeding from his rectum. They wanted to keep him for the day and have us pick him up this evening - if he was stable. If not, they wanted to send him to the hospital for the night.",Fulfilled
1241,"Had a really good day and last night. Went to Dierdre's party and drank a loot. Woke up far too early and drew drove me home because it was raining and we both fell asleep at Dierdre's the night before. Got my guitar from Cohl, hung out with Logan, made dinner for Chelsea and I. Nick stopped by before I went to Cohl's and I told him that I still [wanted to] be intimate, and he didn't sound so crazy about it. He called me later told me he was confused and that worries me. He says he feels that something changed between us which I agree is true, but I'm worried that he's like... afraid of me or something. That like I'm looking to trap him or that I'm going to react badly again or something. Also I'm worried he's going to try to push me towards RJ or something. RJ.",Unfulfilled
1242,"Hi folks, gotta make this quick today: I dumped my position in Gamestop (GME) today. I [wanted to] lighten up my long exposure in reaction to today's monster rally, especially since September industry sales may disappoint. Btw, I really wish I sold my grow puts yesterday - I was up something like 800% on them yesterday and today they're in the red. More to come...",Fulfilled
1243,"Man, this has been a lonng day. I stayed up late cause I didn't think I had anything to do today at all, but then I was awakened a little before 80 this morning by my mom asking if I [wanted to] go to Lafayette (a town about 40 miles away) to do some shopping and get back early to go swimming and have the rest of the day to do whatever. So I got up and got around and we went. Funny part is that I've been agonizing for seriously over a month on which bedding set to get for my new bed in my apartment. I've had about 15 bookmarked to choose from and been just going crazy trying to pick one to order online. Well I ended up buying one in a store today and it was ridiculously cheaper than any of the ones I had picked out online. Also got some clothes.",Fulfilled
1244,"Jed and I gathered up all our page school items and our things to teach and headed out to Eagle castle winery. It turns out we were helping out with over 100 kids but we only worked with the 5 - 17 year olds. We did a demo then talked to them about what we do in the SCA. Gave some safety tips on playing with foam weapons and then had two at a time come up to fight. We went through almost everyone and by the end of the night every single one of the kids knew what to do if I said ""Hold"" or ""Lay on"". All 95 coloring pages were gone by the end of the night, the paints were a great success, and we made it back home with a lot fewer fliers and with information from a ton of kids who [wanted to] learn how to sword fight. We didn't get to do all that we wanted to, no rapier, and that made some kids cry.",Fulfilled
1245,"Took Lupin to the vet this morning for annual exam and shots. The vet just wanted to give him the rabies since we didn't know what his reaction would be. Fifteen minutes after we got home form the vet he was puking his little fuzzy toes up... so we rushed him back to the vet. According to the vet he had the beginnings of an anapylactic reaction. They were hooking my baby boy up with a catheter and said he was bleeding from his rectum. They [wanted to] keep him for the day and have us pick him up this evening - if he was stable. If not, they wanted to send him to the hospital for the night. Well... We just picked him up. He still has some bloody, runny stool so they gave us some meds for that as well as some perscription food for the week. He's a little out of it for the meds and everything from today - and he doesn't want anything to do with me... and that's the part that's killing me.",Unfulfilled
1246,"Well I went to it over the weekend and it was something else! Ok seriously, it was same old same old. The only difference this year was that I actually had a goal. I [wanted to] make sure to leave with a ratcheting lopper set. Yeah it really does sound kinda stupid but by golly I needed one to help me tear apart a branch collection that's been in my back yard for years now. I've tried it out and boy am I glad that I bought it at the fair. It cost me a total of $80! Not bad considering it costs almost $140 online. I've cut through 2 diameter branches with ease.",Fulfilled
1247,"Or, what I did yesterday... The weather here has been getting to me, so I got off my Duff and went and took a walk with Lily. Lily and I don't walk together too much, and that's my fault, not hers. She's a good doggie, although she likes to ride in my arms as much as she likes to walk. The road up at the top of my hill is a busy four-lane road and even though there are buffers and sidewalks along it, the loud trucks that go by seem to startle and scare little Lily. Still, I [wanted to] see how far it was to walk to the off-leash dog park (it's two miles round trip, as measured by my car odometer) because right next to it is a nice hill that one can sit down on and take in an incredible view of the valley and distant mountains. So, walk we did. We got up there and I was surprised because my grassy hill was now all dried dirt. Apparently the County decided to do some sort of work involving digging along that area. Lily and I sat down and enjoyed the view anyway. See, not a grassy knoll by any definition.",Fulfilled
1248,"Funny part is that I've been agonizing for seriously over a month on which bedding set to get for my new bed in my apartment. I've had about 15 bookmarked to choose from and been just going crazy trying to pick one to order online. Well I ended up buying one in a store today and it was ridiculously cheaper than any of the ones I had picked out online. Also got some clothes. Then we were on the way home a little after noon when big_edna called and said they were going to Indianapolis (which is an hour and a half drive from home) And if I [wanted to] go along. I originally said no, but then we passed them going the other direction and I called and said ""wait!"" and mom turned around and I went with Edna, her sister, and her mom. That ended up lasting all day.",Fulfilled
1249,"Septum piercing hurts like shit. Billy (sp) at personal Graphix did it, and he was a cool guy My eyes watered, which led a few tears down but... I didn't actually cry. I [wanted to]. Other than that, bacon and muffins are no doubt a very delightful breakfast. Jacob McCollum is making his dogs go fucking crazy with the plastic container the once held a comforter set. That's really freaking me out, those two little dogs should not be that loud. And as far as Rachel goes... She showed up with my pack the other day before school.",Unfulfilled
1250,"Yesterday, my girlfriend and I arrived in Paducah, Kentucky. We had decided to take a short trip out of town, something relaxing, to a place we both had not been to before. I had seen ads before in some of the art trade magazines about Paducah. The ads had shown their up and coming arts district, and promoted their new policies that are in play to encourage artists to move to the area. I've been intrigued by this for a while and [wanted to] see what it was all about. We looked online for a hotel, and found one downtown, that is connected to the convention center. The rate was reasonable, and it seemed likely that we could get a room with a balcony that looked out over the Ohio River. When we made reservations, the only issue they had was that the pool would be unavailable because of renovations to it. We didn't have a problem with that. When we arrived, the hotel was a massive structure that resembled a parking garage.",Fulfilled
1251,"Ok, it is my first time to blog about an incident happen to me at Cambridge, UK. Last week ends was my 4th weekend at Cambridge. It is a lovely city/village and good place to live in. Anyway, I decided to go to some club last weekend. I had my plan, 1st go to have a launch, then watch Wall-E and finally at night go to some club where I knew there a DJ I [wanted to] listen to what he is going to play. So at 10 pm after movie I went to the club. And as usually when I go to any club, I start to dance, because when it gets crowded I never get a chance to have my own fun! After sometime place get crowded a bit, and people there were wearing strange customs!! Not all of them, but many of them. Like girls/ladies wearing kind of butterfly wings!",Fulfilled
1252,"Lets just say I thought I was going in for a 1pm to 6 pm shift - I was wrong. I was there until 9 pm and had no supper until I got home. Then I had to cook, clean, eat, and get ready for tomorrow. I was so busy today (as I was at my other job in the morning), that I didn't even get to open t-chan who just came. My life is no longer fun. To top things off, the zoo annual general meeting which I [wanted to] go to is on June 16th, but I already had plans that day. The ex is calling. So, of all the 365 days of the year the zoo could have scheduled it, they chose this June 16th... grr.",Unfulfilled
1253,"There are some people who I have communicated with so much and for so long exclusively through e-mail that when I meet them in person all I want them to do is scream and throw their arms around me in a hug. And when it actually happens that way, it's immensely gratifying. Also I spent all night talking to this boy who was so pretty. He was so, so pretty, when he got up to get another drink I told the other people at my table that I [wanted to] lick his face. I guess I'd had a few more than I realized myself. One of my coworkers asked him to dance and he said only if I danced, too. Yes, he really said that. He is a temp, which means I have one month to make my move. The upshot is, if it fails, he's only got one month left in which I might possibly run into him and feel awkward.",Unfulfilled
1254,"Sorry for the lack of posts lately. The golf season is really starting to wind down and my game is beginning to suffer quite a bit after all of the tournament grinding I've done this year. Quick update on the past couple weeks on the course. It will become quite clear why I haven't [wanted to] talk about golf lately On Labour Day weekend, I played golf all three days. On Saturday, I shot an ugly 80 in preparation for a fun little money game held Sunday morning at the esteemed Mississauga municipal course Lakeview, which has held two Canadian opens in the past. What a neat little course! It tops out at only about 6300 yards from the tips and the course Rating and slopes aren't anything to write home about. However, this has to be one of the tighter tracks I've ever played.",Unfulfilled
1255,"From Bruno: When mom mentioned we may be going swimming this weekend I never thought she meant in THE backyard!!! At one point today I thought mom and dad installed a pool. I [wanted to] go out and play and swim but they said ""no"" it was lighting out and they said the water was not clean. I guess it rained so hard and so fast that the city storm drains overflowed. We had a short term flood in our yard. The power flickered and dad said that had the power gone out and sump pump wasnt working, we would have had an indoor swimming pool in the basement. What a cool idea!!! Mom and dad seemed less than thrilled about my hopes for an indoor swimming pool.",Unfulfilled
1256,"After a rather crazy week at work, I felt justified in bunking off an hour early, to be sure of getting to Croydon in good time. It is round the M25 and there's no easier way of getting there, and the M25 is usually a right stinker on a Friday night. So I managed to beat the worst of the traffic and got to the Fairfield halls in plenty of time. I could have done a run-through but people were starting to arrive by the time I could have done it, and to be honest, I just [wanted to] be sure of my positioning. When you have a *huge* stage area like that, you realise how static your choreography is! I missed most of the first set- I did get to see Razia who did the opening number, but I was watching from the Minstrels' gallery, so I was seeing it from behind and from high up! She did a cracking job of opening the show, she has a lovely combination of drama and sweetness. After that I think it was a Shaabi piece from Charlotte's students. I didn't see this, but I'd seen it in their run-through and it was a good piece.",Unfulfilled
1257,"Ok so I was leaving Walmart... fun fun! Guess who drives by me?? Hmm any takers?? No?? Fine... my ex. My heart jumped then I turned the car around and went back into Walmart. Yes I'm a freak, yes I guess you could say I'm a stalker... But I just [wanted to] see his reaction when he saw me. I don't know why... I wanted to tell him off in the worst way. I just wanted to do something. In the end... I just played it cool, talked to him for like.",Fulfilled
1258,"Today, I was loading groceries into my trunk, trying to keep the sun out of Anna's face, and vainly trying to keep a corner of one eye on Gabe. We were in a parking lot, after all, and he's short and prone to wandering between cars. He's given me a couple of scares in the past, both by being too close to the driving lanes and not paying attention when cars come along as well as getting around the car to a spot where I couldn't see him, and he didn't answer when I called, claiming to be hiding from me. After hugging him fiercely when I discovered he was okay, I [wanted to] throw him in his room and lock the door until he's 34. That might have been a long enough punishment for scaring my underwear brown. But today brought a new development. Gabe has discovered the fun of peeing outdoors. Mike and I and the kids went over to the house we're helping rehab with Mike's sister to cut the lawn and clean up some leaf piles (three giant trees on or near the property make for leaf clean up even in the summer, boo hiss). Gabe walked in on me using the bathroom inside the house, and he calmly said, Okay, Mama.",Unfulfilled
1259,Finally I forced myself to sleep and I woke up first at 630 then at 7 then I actually got up at 730. I was soo freaking tired. I didn't want to get out of my warm bed but I forced myself to. Then my mom wasn't cooperating. She insisted on taking a shower and putting makeup on just to go to Walmart. She knew I was in a hurry and I told her the day before that I [wanted to] leave at 7:50 am. She didn't care though so we ended up leaving at like 8:05 am. Then we go get her check and since the bank isn't open we went to Walmart to cash it and right before we were to be helped the lady ran out of money in her till so we had to wait like 10 minutes for her to get more money. So we were at my house at 8:46 am when I planned to be on the highway by 830.,Unfulfilled
1260,"So last week was my first week-long vacation in three years. I stayed at my uncle's cabin on Kelleys Island - three days alone and the rest of the week with my parents since dad starts chemo in a week. Nineteen years ago, he was into basket-making, and got charmed by Nantucket Lightship baskets. He made his first baskets while on vacation at the cabin, and I told him I [wanted to] learn how (on an island - it only seemed natural). We started the weekend before I left, ordering supplies, digging out the molds and making the bottoms and ears. Making the basket bottom before you start, you have to whittle down the ribs... he remembered that last time he built a jig and did it on an electric sander... this time all hand done. Shaping the ribs so here are the finished ribs, in one of his original baskets, with the mold in the background. Once the tips are shaped, you soak them and place in a groove in the bottom. We kind of free-handed this, but it turned out well.",Fulfilled
1261,"I went chocolate free for a while after mom's cancer scare. I prayed, telling God, I was willing to give up something I like for a while just so mom will be well again. And yes, I sucessfully went through that period without chocolates. Initially, it wasnt easy, esp since I was in school, I loved to grab brueno bars from co-op. But later on, I got use to not having chocolates. Sure it was hard sometimes too, my mom had a cedele banana chocolate cake that I didnt have, as much as I [wanted to]. Also xiyao's birthday cake was also chocolate-y, but he was very supportive when I told him the real reason why I wasnt having any cake. This time, I'm also going to go chocolate free again, for one month. With another prayer.",Unfulfilled
1262,"Guess who drives by me?? Hmm any takers?? No?? Fine... my ex. My heart jumped then I turned the car around and went back into Walmart. Yes I'm a freak, yes I guess you could say I'm a stalker... But I just wanted to see his reaction when he saw me. I don't know why... I [wanted to] tell him off in the worst way. I just wanted to do something. In the end... I just played it cool, talked to him for like. 2 Seconds, and then left.",Unfulfilled
1263,"I have to take a placement test on Monday at 8 am in order to skip a year of German and I havent studied at all. The only thing I can really do in German is order alcohol and ask people to help me move my luggage. I can't decide whether to move back in today or not. I'm frusterated that I'm taking 3 languages next year, yet I'll probably never use any of them in my life. I was talking to Emily the other day about becoming obsessed with TV shows and wanting to be in them. And honestly the only show I really have ever [wanted to] be in is freaks & geeks, and it's pretty close to my real life. But I'm still not really satisfied. I'm terrible at expressing myself.",Unfulfilled
1264,I know I haven't written in this in a very long time but I feel the need to vent. On Tuesday the 16th I had a great dinner with my family and David and one of my brothers two best friends Jordan. My brother was leaving for Asia for the next 3 months the next morning and [wanted to] have a farewell dinner. David and I headed home later that night and everyone else hung around. I was informed the next afternoon by my mom at work that after leaving our house that night Jordan was murdered. He was two blocks away from his house in San Fran and apparently got into some sort of argument with a couple guys in a car... Over something stupid. They shot him and he had to go door to door trying to get help at 10AM. The assholes who murdered him did it for nothing.,Fulfilled
1265,"Made this bomb for my lovely VoteRoslinAdama/ Irishsmuggler. Love ya babe! No joke, I was in town today, and this woman approached me and [wanted to] convert me! Woman: Are you a believer? Me: No, I'm godless. Woman: Why? How did that happen? Me: I... grew up, matured.",Unfulfilled
1266,"And that's how crazy things can be... Me and Terry looked at a nice place in Marion village this afternoon. This weekend at Bear Camp my friend Chris/DjBear had told me about a place he [wanted to] move into but probably couldn't due to job worries, and that I should check it out. I stored that away for later. I drove towards that was Wednesday night and bear called me and gave me the directions. They led me right to a huge green duplex. It was very familiar. It hit me quick I'd seen the place before.",Unfulfilled
1267,"My heart jumped then I turned the car around and went back into Walmart. Yes I'm a freak, yes I guess you could say I'm a stalker... But I just wanted to see his reaction when he saw me. I don't know why... I wanted to tell him off in the worst way. I just [wanted to] do something. In the end... I just played it cool, talked to him for like. 2 Seconds, and then left.",Unfulfilled
1268,"So, I made these today for a stamping party tonight because it was my night to make a yummy dessert, and I kinda like the way they turned out. My daughter said to photograph them so we can make them again soon! I decided since valentines day is slowly approaching, I [wanted to] get in the spirit of things and this is what I came up with. And a yummy close-up!",Fulfilled
1269,"You probably know that I haven't been looking forward to it, and as of tonight, I'm really dreading it after the lies, attacks, and insults my parents made over the phone. I had to take sprightly to the vet today. After instructing me on the antibiotics, the vet said that I needed to bring her back in about a week to have her teeth trimmed because they were too long. I made the appointment for Monday 9/29. For awhile, the whole family has known about my parents going to Northern CA from 9/26 to 9/29 for a friend's wedding and class reunion. At first, they kept asking me if I [wanted to] go with them though I wouldn't know anyone there, and if I went, they would be paying extra for hotel and event tickets. I managed to keep refusing, because I know they would use that chance to pick out my mistakes and get after me for them. We had agreed that if no one is going to be at home those days, I would return to my apartment on 9/25, the day before my parents and older brother leave for their gatherings, because being alone in a big house would feel too empty.",Unfulfilled
1270,"According to the rental property description and the Google map, our cottage was right near the Cape Cod rail Trail. It didn't say it was a good deal up a hill from the rail trail. That didn't bug me, but some of the less active bikers in our group (which was everybody except me) found that hill rather challenging. I was shocked when my son said he'd get up at 7 a.m. To go biking with me. I think he just [wanted to] get the obligatory father-son ride out of the way. I had bought a new rack and bag for my bike just so I could take my camera along.",Fulfilled
1271,"Yesterday was mayhem fest! Went with Delia and Kellie. Met Paul there. All around, it was pretty cool. I saw a ""wall of death"" for the first time and it drove my mind completely crazy. I [wanted to] go in. So bad... I can still see it and it's still tearing me apart.",Unfulfilled
1272,"The original plan for yesterday was for Mike and Brandon to get a group together to all go sailing with them, and then later to go to Carissa's birthday party. None of these things ended up happening, but it was a great day anyway. After sailing fell through, their next plan was to get the same people who wanted to go sailing to go to the beach. But apparently these people only [wanted to] hang out with us on a sailboat, and not anywhere else, because the entire rest of the group bailed. The three of us thought this was pretty lame, and to recover our spirits, Mike suggested that we go on an adventure up toward orange County to find a new beach that none of us had been to before. He warned us that this might mean not getting back in time for Carissa's party. I was up for it, since the only person I really wanted to hang out with yesterday was Brandon, and Mike is a lot of fun too. Together, we managed to convince Brandon that the adventure was a good idea. So we were off!",Unfulfilled
1273,"Help. There's something wrong with both my biological parents. Why? Cos suck at recognising their own daughter. I remember a few years ago, like when I was 8 or 9 or 10, my biological mum [wanted to] meet up with me, so she arranged for a meeting at some library with dad. We arrived at the library ten minutes earlier, with nothing to do, so I went to the children's section to entertain myself with a book, while my dad went up to the adult's section to look at fishing magazines. About five minutes later, I spotted my biological mum from a distance. I stared at her, but did not make any move or attempt to wave at her. I watched her draw nearer and nearer, step by step, and heard the clicking of her heels grow louder and louder as she took one more step towards me. My heart was pounding because I have not seen that woman for so long, and I did not know the reason why she wanted to meet up with me so suddenly.",Fulfilled
